categoria,score,type,name
Emocionales y Humanistas,6.41,TV,Lovely Movie: Itoshi no Muco
Emocionales y Humanistas,6.41,Special,Toradora!: SOS! Kuishinbou Banbanzai
Comedia,6.41,Special,Toradora!: SOS! Kuishinbou Banbanzai
Emocionales y Humanistas,6.41,Special,Brothers Conflict: Setsubou
Fantásticos y Experimentales,6.41,Movie,Ta ga Tame no Alchemist
Acción y Aventura,6.41,Movie,Ta ga Tame no Alchemist
Fantásticos y Experimentales,6.41,TV,Beast Wars Second Chou Seimeitai Transformers
Acción y Aventura,6.41,TV,Beast Wars Second Chou Seimeitai Transformers
Emocionales y Humanistas,6.41,ONA,Kazoku no Hanashi
Fantásticos y Experimentales,6.41,TV,Muteki Robo Trider G7
Comedia,6.41,TV,Muteki Robo Trider G7
Fantásticos y Experimentales,6.41,TV,Time Bokan Series: Yattodetaman
Comedia,6.41,TV,Time Bokan Series: Yattodetaman
Acción y Aventura,6.41,TV,Time Bokan Series: Yattodetaman
Emocionales y Humanistas,6.41,Movie,Kuro ga Ita Natsu
Íntimos y Adultos,6.41,TV,Absolute Duo
Fantásticos y Experimentales,6.41,TV,Absolute Duo
Emocionales y Humanistas,6.41,TV,Absolute Duo
Acción y Aventura,6.41,TV,Absolute Duo
Fantásticos y Experimentales,6.41,ONA,Shouxi Yu Ling Shi 2
Acción y Aventura,6.41,ONA,Shouxi Yu Ling Shi 2
Fantásticos y Experimentales,6.41,ONA,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo"
Fantásticos y Experimentales,6.41,ONA,Zanting! Rang Wo Cha Gonglue
Comedia,6.41,ONA,Zanting! Rang Wo Cha Gonglue
Comedia,6.41,Movie,Kaiketsu Zorori Da-Da-Da-Daibouken!
Acción y Aventura,6.41,Movie,Kaiketsu Zorori Da-Da-Da-Daibouken!
Íntimos y Adultos,6.41,OVA,Ero Konbini Tenchou
Fantásticos y Experimentales,6.41,Movie,Sakura Taisen: Katsudou Shashin
Acción y Aventura,6.41,Movie,Sakura Taisen: Katsudou Shashin
Acción y Aventura,6.41,TV,Jungle Taitei: Susume Leo!
Íntimos y Adultos,6.41,TV,Amaenaide yo!!
Emocionales y Humanistas,6.41,TV,Amaenaide yo!!
Comedia,6.41,TV,Amaenaide yo!!
Acción y Aventura,6.41,TV,Amaenaide yo!!
Emocionales y Humanistas,6.41,Special,Mashiro-iro Symphony: The Color of Lovers Picture Drama
Fantásticos y Experimentales,6.41,OVA,Spirit of Wonder: China-san no Yuuutsu
Emocionales y Humanistas,6.41,OVA,Spirit of Wonder: China-san no Yuuutsu
Fantásticos y Experimentales,6.41,TV Special,Buta
Comedia,6.41,TV Special,Buta
Acción y Aventura,6.41,TV Special,Buta
Comedia,6.41,Special,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal"
Íntimos y Adultos,6.41,Special,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal"
Emocionales y Humanistas,6.41,Movie,Look at Me Only
Fantásticos y Experimentales,6.41,OVA,Zettai Muteki Raijin-Oh (1992)
Emocionales y Humanistas,6.41,Movie,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai
Comedia,6.41,Movie,Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai
Fantásticos y Experimentales,6.41,OVA,Pokemon: Pikachu no Fuyuyasumi (2001)
Comedia,6.41,OVA,Pokemon: Pikachu no Fuyuyasumi (2001)
Acción y Aventura,6.41,OVA,Pokemon: Pikachu no Fuyuyasumi (2001)
Emocionales y Humanistas,6.41,Movie,Sojunghan Nal-ui Kkum
Comedia,6.41,Movie,Sojunghan Nal-ui Kkum
Fantásticos y Experimentales,6.41,TV,Galilei Donna
Acción y Aventura,6.41,TV,Galilei Donna
Emocionales y Humanistas,6.41,OVA,Anemone
Acción y Aventura,6.41,OVA,Anemone
Comedia,6.41,Movie,Ultra B: Black Hole kara no Dokusaisha BB!!
Acción y Aventura,6.41,Movie,Ultra B: Black Hole kara no Dokusaisha BB!!
Acción y Aventura,6.41,TV,L/R: Licensed by Royal
Misterio y Terror,6.41,TV,L/R: Licensed by Royal
Emocionales y Humanistas,6.41,TV,Futakoi
Comedia,6.41,TV,Futakoi
Emocionales y Humanistas,6.41,OVA,Crying Freeman
Acción y Aventura,6.41,OVA,Crying Freeman
Fantásticos y Experimentales,6.41,TV Special,Yumedamaya Kidan
Emocionales y Humanistas,6.41,TV Special,Yumedamaya Kidan
Íntimos y Adultos,6.4,OVA,Kuro Gal à la Carte
Fantásticos y Experimentales,6.4,TV Special,One Piece: Araburu Henkaku no Log: Anyaku Suru Kakumeigun!
Comedia,6.4,TV Special,One Piece: Araburu Henkaku no Log: Anyaku Suru Kakumeigun!
Acción y Aventura,6.4,TV Special,One Piece: Araburu Henkaku no Log: Anyaku Suru Kakumeigun!
Comedia,6.4,Special,Hyakushou Kizoku Specials
Fantásticos y Experimentales,6.4,ONA,Kidou Senshi Gundam: Fukushuu no Requiem
Acción y Aventura,6.4,ONA,Kidou Senshi Gundam: Fukushuu no Requiem
Fantásticos y Experimentales,6.4,TV,Isekai Suicide Squad
Acción y Aventura,6.4,TV,Isekai Suicide Squad
Fantásticos y Experimentales,6.4,TV Special,Kidou Senshi Gundam: Suisei no Majo Recap
Acción y Aventura,6.4,TV Special,Kidou Senshi Gundam: Suisei no Majo Recap
Fantásticos y Experimentales,6.4,TV,Isekai wa Smartphone to Tomo ni. 2
Emocionales y Humanistas,6.4,TV,Isekai wa Smartphone to Tomo ni. 2
Comedia,6.4,TV,Isekai wa Smartphone to Tomo ni. 2
Acción y Aventura,6.4,TV,Isekai wa Smartphone to Tomo ni. 2
Fantásticos y Experimentales,6.4,OVA,Elf Hime Nina
Íntimos y Adultos,6.4,OVA,Elf Hime Nina
Íntimos y Adultos,6.4,OVA,Bitch Gakuen ga Seijun na Hazu ga Nai!!? The Animation
Íntimos y Adultos,6.4,OVA,Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution
Íntimos y Adultos,6.4,OVA,Ikusa Otome Valkyrie G
Fantásticos y Experimentales,6.4,OVA,Ikusa Otome Valkyrie G
Acción y Aventura,6.4,OVA,Ikusa Otome Valkyrie G
Emocionales y Humanistas,6.4,OVA,One Off
Emocionales y Humanistas,6.4,Special,Morita-san wa Mukuchi. Specials
Comedia,6.4,Special,Morita-san wa Mukuchi. Specials
Íntimos y Adultos,6.4,OVA,Aisai Nikki
Íntimos y Adultos,6.4,OVA,Newmanoid Cam: Cam Castin
Íntimos y Adultos,6.4,OVA,Yuuwaku
Íntimos y Adultos,6.4,OVA,Crimson Girls: Chikan Shihai
Íntimos y Adultos,6.4,OVA,Angel Blade Punish!
Fantásticos y Experimentales,6.4,OVA,Angel Blade Punish!
Acción y Aventura,6.4,OVA,Angel Blade Punish!
Emocionales y Humanistas,6.4,TV,12-sai.: Chicchana Mune no Tokimeki
Acción y Aventura,6.4,TV,Gifuu Doudou!!: Kanetsugu to Keiji
Íntimos y Adultos,6.4,OVA,Inkou Kyoushi no Sai* Seikatsu Shidouroku
Comedia,6.4,TV,Hataraku Oniisan!
Fantásticos y Experimentales,6.4,TV,Captain Earth
Emocionales y Humanistas,6.4,TV,Captain Earth
Acción y Aventura,6.4,TV,Captain Earth
Íntimos y Adultos,6.4,OVA,Himitsu no Kichi
Emocionales y Humanistas,6.4,Special,Warau Salesman Dai SP-banashi
Comedia,6.4,Special,Warau Salesman Dai SP-banashi
Acción y Aventura,6.4,Special,Warau Salesman Dai SP-banashi
Emocionales y Humanistas,6.4,TV,Vatican Kiseki Chousakan
Acción y Aventura,6.4,TV,Vatican Kiseki Chousakan
Misterio y Terror,6.4,TV,Vatican Kiseki Chousakan
Comedia,6.4,Special,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Washi to Ore!? - Bokura wa Asakusa Shounen Tanteidan!
Fantásticos y Experimentales,6.4,ONA,Null Peta
Comedia,6.4,ONA,Null Peta
Misterio y Terror,6.4,OVA,Meitantei Conan: Nazo no Suisei Kaijuu wo Oe!
Fantásticos y Experimentales,6.4,Movie,Xiao Men Shen
Comedia,6.4,Movie,Xiao Men Shen
Emocionales y Humanistas,6.4,ONA,Getsuyoubi no Tawawa
Íntimos y Adultos,6.4,ONA,Getsuyoubi no Tawawa
Emocionales y Humanistas,6.4,Movie,"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo"
Comedia,6.4,Movie,"Planetarium Chibi Maruko-chan, Hoshi ni Negai wo"
Fantásticos y Experimentales,6.4,ONA,Qiang Shen Ji: Tegong Shijie Pian
Acción y Aventura,6.4,ONA,Qiang Shen Ji: Tegong Shijie Pian
Fantásticos y Experimentales,6.4,OVA,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen
Acción y Aventura,6.4,OVA,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen
Acción y Aventura,6.4,TV,Origami Warriors
Comedia,6.4,TV,Takamiya Nasuno desu! Teekyuu Spin-off
Íntimos y Adultos,6.4,Special,Miru Tights: Cosplay Satsuei Tights
Comedia,6.4,TV,Moetan
Íntimos y Adultos,6.4,TV,Moetan
Fantásticos y Experimentales,6.4,TV,Blue Dragon
Comedia,6.4,TV,Blue Dragon
Acción y Aventura,6.4,TV,Blue Dragon
Comedia,6.4,ONA,Gakumon!: Ookami Shoujo wa Kujikenai
Comedia,6.4,TV,Chinpui
Fantásticos y Experimentales,6.4,OVA,Tori no Uta (OVA)
Fantásticos y Experimentales,6.4,TV,Astroganger
Acción y Aventura,6.4,TV,Astroganger
Emocionales y Humanistas,6.4,OVA,Hello Harinezumi: Satsui no Ryoubun
Misterio y Terror,6.4,OVA,Hello Harinezumi: Satsui no Ryoubun
Fantásticos y Experimentales,6.4,TV,B-Legend! Battle B-Daman Fire Spirits!
Acción y Aventura,6.4,TV,B-Legend! Battle B-Daman Fire Spirits!
Comedia,6.4,OVA,Kamen Rider Den-O: Imagin Anime
Acción y Aventura,6.4,OVA,Kamen Rider Den-O: Imagin Anime
Emocionales y Humanistas,6.4,OVA,Blue Seed 2
Acción y Aventura,6.4,OVA,Blue Seed 2
Misterio y Terror,6.4,OVA,Blue Seed 2
Comedia,6.4,TV,Shouwa Ahozoushi Akanuke Ichiban!
Fantásticos y Experimentales,6.4,OVA,Fire Tripper
Comedia,6.4,OVA,Shakotan★Boogie
Acción y Aventura,6.4,OVA,Shakotan★Boogie
Fantásticos y Experimentales,6.4,Movie,Terra e...
Emocionales y Humanistas,6.4,Movie,Terra e...
Acción y Aventura,6.4,Movie,Terra e...
Fantásticos y Experimentales,6.4,ONA,Ji Yao Lu: Qicheng Pian
Comedia,6.4,ONA,Ji Yao Lu: Qicheng Pian
Acción y Aventura,6.4,ONA,Ji Yao Lu: Qicheng Pian
Emocionales y Humanistas,6.4,Special,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki
Comedia,6.4,Special,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki
Íntimos y Adultos,6.4,Special,Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki
Fantásticos y Experimentales,6.4,TV,Sengoku Collection
Comedia,6.4,TV,Sengoku Collection
Emocionales y Humanistas,6.4,OVA,Slow Step
Comedia,6.4,OVA,Slow Step
Acción y Aventura,6.4,OVA,Slow Step
Emocionales y Humanistas,6.4,TV,R-15
Comedia,6.4,TV,R-15
Íntimos y Adultos,6.4,TV,R-15
Íntimos y Adultos,6.4,TV,Cutie Honey
Fantásticos y Experimentales,6.4,TV,Cutie Honey
Acción y Aventura,6.4,TV,Cutie Honey
Emocionales y Humanistas,6.4,TV,Kiniro no Corda: Blue♪Sky
Acción y Aventura,6.4,Special,Bakusou Kyoudai Let's & Go Special
Comedia,6.4,Movie,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou
Fantásticos y Experimentales,6.4,OVA,Ys
Emocionales y Humanistas,6.4,OVA,Ys
Acción y Aventura,6.4,OVA,Ys
Íntimos y Adultos,6.39,OVA,Tonari no Kanojo
Fantásticos y Experimentales,6.39,Movie,Genjitsu no Yohane: Sunshine in the Mirror Movie
Acción y Aventura,6.39,Movie,Ganbatte Ikimasshoi
Fantásticos y Experimentales,6.39,ONA,Da Yuzhou Shidai
Acción y Aventura,6.39,ONA,Da Yuzhou Shidai
Fantásticos y Experimentales,6.39,ONA,Jinyi Shen Jiang
Acción y Aventura,6.39,ONA,Jinyi Shen Jiang
Fantásticos y Experimentales,6.39,ONA,Jiu Tian Xuan Di Jue 4th Season
Acción y Aventura,6.39,ONA,Jiu Tian Xuan Di Jue 4th Season
Fantásticos y Experimentales,6.39,TV,Toaru Ossan no VRMMO Katsudouki
Comedia,6.39,TV,Toaru Ossan no VRMMO Katsudouki
Acción y Aventura,6.39,TV,Toaru Ossan no VRMMO Katsudouki
Fantásticos y Experimentales,6.39,ONA,Bullet/Bullet
Fantásticos y Experimentales,6.39,ONA,Wan Jie Zhizun
Acción y Aventura,6.39,ONA,Wan Jie Zhizun
Fantásticos y Experimentales,6.39,ONA,Xian Wu Cangqiong
Acción y Aventura,6.39,ONA,Xian Wu Cangqiong
Íntimos y Adultos,6.39,ONA,Takarasagashi no Natsuyasumi
Íntimos y Adultos,6.39,OVA,Succubu-ist Story The Animation
Íntimos y Adultos,6.39,OVA,Ichinen Buri no The Animation
Íntimos y Adultos,6.39,OVA,M Ogui: Last Order
Íntimos y Adultos,6.39,OVA,Shinshou Genmukan
Íntimos y Adultos,6.39,OVA,Ma ga Ochiru Yoru
Acción y Aventura,6.39,TV,Gurazeni
Fantásticos y Experimentales,6.39,ONA,Monster Strike: Rain of Memories
Acción y Aventura,6.39,ONA,Monster Strike: Rain of Memories
Emocionales y Humanistas,6.39,TV,Genei wo Kakeru Taiyou
Acción y Aventura,6.39,TV,Genei wo Kakeru Taiyou
Emocionales y Humanistas,6.39,Special,Itou Junji: Collection - Tomie
Acción y Aventura,6.39,Special,Itou Junji: Collection - Tomie
Misterio y Terror,6.39,Special,Itou Junji: Collection - Tomie
Emocionales y Humanistas,6.39,ONA,Lan Mo de Hua
Comedia,6.39,Special,Meitantei Conan: Amuro Secret Call
Misterio y Terror,6.39,Special,Meitantei Conan: Amuro Secret Call
Íntimos y Adultos,6.39,ONA,Miru Tights
Fantásticos y Experimentales,6.39,ONA,Qiang Shen Ji
Acción y Aventura,6.39,ONA,Qiang Shen Ji
Fantásticos y Experimentales,6.39,ONA,Escha Chron
Emocionales y Humanistas,6.39,ONA,Escha Chron
Emocionales y Humanistas,6.39,ONA,Otousan wa Ai no Hito
Fantásticos y Experimentales,6.39,ONA,Ai Zai Xiyuan Qian
Emocionales y Humanistas,6.39,ONA,Ai Zai Xiyuan Qian
Acción y Aventura,6.39,ONA,Ai Zai Xiyuan Qian
Fantásticos y Experimentales,6.39,Movie,"Evangelion Shito, Hakata Shuurai"
Acción y Aventura,6.39,Movie,"Evangelion Shito, Hakata Shuurai"
Fantásticos y Experimentales,6.39,ONA,Etotama: Nyankyaku Banrai
Comedia,6.39,ONA,Etotama: Nyankyaku Banrai
Acción y Aventura,6.39,ONA,Etotama: Nyankyaku Banrai
Fantásticos y Experimentales,6.39,Movie,Anklet to Aoi Umi
Comedia,6.39,ONA,Kyouryuu Shoujo Gauko 2nd Season
Acción y Aventura,6.39,TV Special,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki
Comedia,6.39,TV,Ketsuekigata-kun! 2
Fantásticos y Experimentales,6.39,TV,Kasumin
Fantásticos y Experimentales,6.39,TV,Kyouryuu Wakusei
Acción y Aventura,6.39,TV,Kyouryuu Wakusei
Acción y Aventura,6.39,Special,Hakushaku to Yousei Specials
Fantásticos y Experimentales,6.39,TV,Chouja Raideen
Acción y Aventura,6.39,TV,Chouja Raideen
Comedia,6.39,TV,Tsuideni Tonchinkan
Íntimos y Adultos,6.39,TV,Rail Wars!
Acción y Aventura,6.39,TV,Rail Wars!
Comedia,6.39,ONA,Ba Ma Laizi Er Ciyuan
Fantásticos y Experimentales,6.39,TV,Prism Ark
Emocionales y Humanistas,6.39,TV,Prism Ark
Comedia,6.39,TV,Prism Ark
Acción y Aventura,6.39,TV,Prism Ark
Fantásticos y Experimentales,6.39,TV,Zoids Fuzors
Acción y Aventura,6.39,TV,Zoids Fuzors
Fantásticos y Experimentales,6.39,TV,Seikoku no Dragonar
Emocionales y Humanistas,6.39,TV,Seikoku no Dragonar
Comedia,6.39,TV,Seikoku no Dragonar
Íntimos y Adultos,6.39,TV,Seikoku no Dragonar
Fantásticos y Experimentales,6.39,Special,Pokemon: Pikachu no Wanpaku Island
Comedia,6.39,Special,Pokemon: Pikachu no Wanpaku Island
Acción y Aventura,6.39,Special,Pokemon: Pikachu no Wanpaku Island
Emocionales y Humanistas,6.39,Movie,Himeyuri
Emocionales y Humanistas,6.39,TV,Hoero! Bun Bun
Acción y Aventura,6.39,TV,Hoero! Bun Bun
Fantásticos y Experimentales,6.39,TV,Mahoutsukai Reimeiki
Comedia,6.39,TV,Mahoutsukai Reimeiki
Acción y Aventura,6.39,TV,Mahoutsukai Reimeiki
Comedia,6.39,ONA,"Ore, Tsushima (ONA)"
Emocionales y Humanistas,6.39,TV,Sentimental Journey
Fantásticos y Experimentales,6.39,ONA,Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt
Emocionales y Humanistas,6.39,ONA,Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt
Acción y Aventura,6.39,ONA,Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt
Fantásticos y Experimentales,6.39,TV,Code-E
Emocionales y Humanistas,6.39,TV,Code-E
Comedia,6.39,TV,Code-E
Emocionales y Humanistas,6.39,TV,Karasu Tengu Kabuto
Acción y Aventura,6.39,TV,Karasu Tengu Kabuto
Fantásticos y Experimentales,6.39,Movie,Xiao Qian
Emocionales y Humanistas,6.39,Movie,Xiao Qian
Acción y Aventura,6.39,Movie,Xiao Qian
Íntimos y Adultos,6.39,Special,Panty & Stocking in Sanitarybox
Fantásticos y Experimentales,6.39,Special,Panty & Stocking in Sanitarybox
Comedia,6.39,Special,Panty & Stocking in Sanitarybox
Acción y Aventura,6.39,Special,Panty & Stocking in Sanitarybox
Fantásticos y Experimentales,6.39,Movie,eX-Driver: Nina & Rei Danger Zone
Acción y Aventura,6.39,Movie,eX-Driver: Nina & Rei Danger Zone
Fantásticos y Experimentales,6.39,OVA,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?
Emocionales y Humanistas,6.39,OVA,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?
Íntimos y Adultos,6.39,OVA,Oretachi ni Tsubasa wa Nai: Hadairo Ritsu Kyuuwari Zou!?
Emocionales y Humanistas,6.39,Movie,Odd Taxi Movie: In the Woods
Misterio y Terror,6.39,Movie,Odd Taxi Movie: In the Woods
Fantásticos y Experimentales,6.39,Special,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete
Emocionales y Humanistas,6.39,Special,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete
Emocionales y Humanistas,6.39,TV,Baraou no Souretsu
Acción y Aventura,6.39,TV,Baraou no Souretsu
Misterio y Terror,6.39,TV,High School Mystery: Gakuen Nanafushigi
Acción y Aventura,6.39,TV,Grisaia: Phantom Trigger
Acción y Aventura,6.38,Movie,"Luffy, Law"
Íntimos y Adultos,6.38,ONA,Tsuma Netori Rei: Boku no Ayamachi Kanojo no Sentaku
Fantásticos y Experimentales,6.38,Special,Aldnoah.Zero: Ame no Danshou - The Penultimate Truth
Acción y Aventura,6.38,Special,Aldnoah.Zero: Ame no Danshou - The Penultimate Truth
Íntimos y Adultos,6.38,OVA,Kozukuri Ninkatsu Bu!
Fantásticos y Experimentales,6.38,ONA,Wo Kao Chongzhi Dang Wudi
Acción y Aventura,6.38,ONA,Wo Kao Chongzhi Dang Wudi
Fantásticos y Experimentales,6.38,ONA,Jiu Tian Xuan Di Jue 2nd Season
Acción y Aventura,6.38,ONA,Jiu Tian Xuan Di Jue 2nd Season
Fantásticos y Experimentales,6.38,Movie,Pokemon Advanced Generation Planetarium: Tenkuu Kara no Chousen
Comedia,6.38,Movie,Pokemon Advanced Generation Planetarium: Tenkuu Kara no Chousen
Acción y Aventura,6.38,Movie,Pokemon Advanced Generation Planetarium: Tenkuu Kara no Chousen
Íntimos y Adultos,6.38,OVA,Hatsujou Switch: Otosareta Shoujo-tachi - The Animation
Íntimos y Adultos,6.38,OVA,Star☆Jewel
Íntimos y Adultos,6.38,Special,Kakushi Dere Special
Fantásticos y Experimentales,6.38,Movie,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei
Comedia,6.38,Movie,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei
Acción y Aventura,6.38,Movie,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei
Emocionales y Humanistas,6.38,TV,Hashiri Tsuzukete Yokatta tte.
Comedia,6.38,Special,K-On!: Ura-On!
Fantásticos y Experimentales,6.38,OVA,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari"
Emocionales y Humanistas,6.38,OVA,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari"
Acción y Aventura,6.38,OVA,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari"
Fantásticos y Experimentales,6.38,ONA,Nanocore 3rd Season
Acción y Aventura,6.38,ONA,Nanocore 3rd Season
Fantásticos y Experimentales,6.38,TV Special,Pokemon Diamond & Pearl: Clip Show
Comedia,6.38,TV Special,Pokemon Diamond & Pearl: Clip Show
Acción y Aventura,6.38,TV Special,Pokemon Diamond & Pearl: Clip Show
Comedia,6.38,Special,Drifters (OVA): Kokuou-sama Goranshin
Acción y Aventura,6.38,TV Special,Heavy Object: Dai 37 Kidou Seihi Daitai - Sakusen Kiroku
Comedia,6.38,TV,TV Yarou Nanaana
Acción y Aventura,6.38,TV,TV Yarou Nanaana
Íntimos y Adultos,6.38,OVA,Virgin Night
Fantásticos y Experimentales,6.38,Movie,Shingeki no Kyotou
Acción y Aventura,6.38,Movie,Shingeki no Kyotou
Emocionales y Humanistas,6.38,ONA,Qing Chi Hong Xiaodou Ba! 2nd Season
Fantásticos y Experimentales,6.38,TV,PriPri Chii-chan!!
Comedia,6.38,TV,PriPri Chii-chan!!
Emocionales y Humanistas,6.38,Special,Ganbare! Kickers Specials
Comedia,6.38,Special,Ganbare! Kickers Specials
Acción y Aventura,6.38,Special,Ganbare! Kickers Specials
Emocionales y Humanistas,6.38,TV,Bonobono (TV 2016)
Comedia,6.38,TV,Bonobono (TV 2016)
Fantásticos y Experimentales,6.38,TV Special,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap
Comedia,6.38,TV Special,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap
Acción y Aventura,6.38,TV Special,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru Recap
Acción y Aventura,6.38,Special,Hikaru no Go Recaps
Comedia,6.38,TV,Xi Yangyang Yu Hui Tailang
Acción y Aventura,6.38,TV,Xi Yangyang Yu Hui Tailang
Comedia,6.38,Special,Princess Princess Specials
Emocionales y Humanistas,6.38,TV,Tejina-senpai
Comedia,6.38,TV,Tejina-senpai
Íntimos y Adultos,6.38,TV,Tejina-senpai
Comedia,6.38,ONA,Boukyaku Battery
Acción y Aventura,6.38,ONA,Boukyaku Battery
Comedia,6.38,TV,Yatogame-chan Kansatsu Nikki Sansatsume
Acción y Aventura,6.38,TV,Tonde Mon Pe
Fantásticos y Experimentales,6.38,OVA,Sakura Taisen: Kanzaki Sumire Intai Kinen - Su Mi Re
Emocionales y Humanistas,6.38,OVA,Sakura Taisen: Kanzaki Sumire Intai Kinen - Su Mi Re
Fantásticos y Experimentales,6.38,OVA,Sakura Taisen: Ecole de Paris
Acción y Aventura,6.38,OVA,Sakura Taisen: Ecole de Paris
Emocionales y Humanistas,6.38,TV Special,Romeo no Aoi Sora Specials
Acción y Aventura,6.38,TV Special,Romeo no Aoi Sora Specials
Íntimos y Adultos,6.38,ONA,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!
Emocionales y Humanistas,6.38,TV,Boys Be...
Comedia,6.38,TV,Boys Be...
Fantásticos y Experimentales,6.38,TV,Kyoushirou to Towa no Sora
Emocionales y Humanistas,6.38,TV,Kyoushirou to Towa no Sora
Fantásticos y Experimentales,6.38,ONA,Si Hai Jing Qi 2nd Season
Acción y Aventura,6.38,ONA,Si Hai Jing Qi 2nd Season
Misterio y Terror,6.38,ONA,Si Hai Jing Qi 2nd Season
Comedia,6.38,TV Special,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin
Acción y Aventura,6.38,TV Special,Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin
Fantásticos y Experimentales,6.38,ONA,Monster Strike
Acción y Aventura,6.38,ONA,Monster Strike
Íntimos y Adultos,6.38,Special,Kanokon Specials
Comedia,6.38,Movie,Pa-Pa-Pa the ★ Movie: Perman
Acción y Aventura,6.38,Movie,Pa-Pa-Pa the ★ Movie: Perman
Acción y Aventura,6.38,TV,Ginga Reppuu Baxingar
Emocionales y Humanistas,6.38,Movie,Genji Monogatari
Emocionales y Humanistas,6.38,TV,Sister Princess
Comedia,6.38,TV,Sister Princess
Emocionales y Humanistas,6.38,ONA,Shanghai Gushi
Fantásticos y Experimentales,6.38,OVA,Freedom Previsited
Acción y Aventura,6.38,OVA,Freedom Previsited
Fantásticos y Experimentales,6.38,TV,D.I.C.E.
Acción y Aventura,6.38,TV,D.I.C.E.
Acción y Aventura,6.38,OVA,The Hakkenden: Shin Shou
Íntimos y Adultos,6.38,OVA,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA"
Emocionales y Humanistas,6.38,OVA,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA"
Comedia,6.38,OVA,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA"
Acción y Aventura,6.38,OVA,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA"
Fantásticos y Experimentales,6.38,OVA,Tenkuu Senki Shurato: Sousei e no Antou
Acción y Aventura,6.38,OVA,Tenkuu Senki Shurato: Sousei e no Antou
Fantásticos y Experimentales,6.38,ONA,VERSEⁿ: Episodeⁿ - Kuusou
Fantásticos y Experimentales,6.38,ONA,Wangu Jian Shen
Acción y Aventura,6.38,ONA,Wangu Jian Shen
Comedia,6.38,TV,Tono to Issho: Gantai no Yabou
Fantásticos y Experimentales,6.38,Movie,Tetsujin 28-gou: Hakuchuu no Zangetsu
Acción y Aventura,6.38,Movie,Tetsujin 28-gou: Hakuchuu no Zangetsu
Fantásticos y Experimentales,6.38,OVA,Black Magic M-66
Acción y Aventura,6.38,OVA,Black Magic M-66
Fantásticos y Experimentales,6.38,TV,Build Divide: Code Black
Fantásticos y Experimentales,6.37,TV Special,One Piece: Dr. Chopper no Bouken Karte - Chichi to Musume no Ballad
Comedia,6.37,TV Special,One Piece: Dr. Chopper no Bouken Karte - Chichi to Musume no Ballad
Acción y Aventura,6.37,TV Special,One Piece: Dr. Chopper no Bouken Karte - Chichi to Musume no Ballad
Íntimos y Adultos,6.37,OVA,Immoral Game Master The Animation
Acción y Aventura,6.37,ONA,Kimetsu no Yaiba x MLB
Comedia,6.37,ONA,Cherry Mahou Mini Gekijou
