categoria,score,type,name
Comedia,5.44,OVA,Bakuhatsu Sunzen!! Tenshi no Countdown
Íntimos y Adultos,5.44,OVA,Bakuhatsu Sunzen!! Tenshi no Countdown
Acción y Aventura,5.44,ONA,Toukiden 2
Comedia,5.44,Special,"Urawa no Usagi-chan: Natsu no Hi to, Bushitsu to, Tomodachi to"
Fantásticos y Experimentales,5.44,Movie,An Instant
Fantásticos y Experimentales,5.44,Movie,Gavora
Fantásticos y Experimentales,5.44,Movie,Tokyo Fantasia
Emocionales y Humanistas,5.44,TV,Q Transformers: Kaette Kita Convoy no Nazo
Acción y Aventura,5.44,TV,Q Transformers: Kaette Kita Convoy no Nazo
Comedia,5.44,TV,Mikan-Seijin
Emocionales y Humanistas,5.44,TV,Akiba-chan
Comedia,5.44,TV,Akiba-chan
Emocionales y Humanistas,5.44,ONA,Skirt no Naka wa Kedamono deshita.
Íntimos y Adultos,5.44,ONA,Skirt no Naka wa Kedamono deshita.
Acción y Aventura,5.44,Movie,Saru Masamune
Comedia,5.44,ONA,Petit Eva: Evangelion@School
Comedia,5.44,TV,Mazinger ZIP!
Fantásticos y Experimentales,5.44,OVA,Shinkai no Kantai: Submarine 707
Acción y Aventura,5.44,OVA,Shinkai no Kantai: Submarine 707
Íntimos y Adultos,5.44,OVA,Kuro to Kin no Akanai Kagi.
Comedia,5.44,ONA,Mugen no Ryvius: Illusion
Misterio y Terror,5.44,OVA,Midori no Neko
Fantásticos y Experimentales,5.44,OVA,Dead Heat
Acción y Aventura,5.44,OVA,Dead Heat
Fantásticos y Experimentales,5.44,TV,Shinseikiden Mars
Acción y Aventura,5.44,TV,Shinseikiden Mars
Fantásticos y Experimentales,5.43,TV,0-saiji Start Dash Monogatari
Acción y Aventura,5.43,TV,0-saiji Start Dash Monogatari
Comedia,5.43,ONA,Acca-kun no ACCA Kouza
Fantásticos y Experimentales,5.43,TV,Bikkurimen
Comedia,5.43,TV,Bikkurimen
Fantásticos y Experimentales,5.43,Movie,Ikura Kara
Comedia,5.43,ONA,Pokemon Moncolle Story
Fantásticos y Experimentales,5.43,ONA,Naedoko Demon's Ground
Íntimos y Adultos,5.43,ONA,Naedoko Demon's Ground
Íntimos y Adultos,5.43,OVA,Injuu Onna Kyoushi
Íntimos y Adultos,5.43,OVA,Flashback Game
Íntimos y Adultos,5.43,OVA,Stairs: Houkago no Album
Íntimos y Adultos,5.43,OVA,Gakuen Sodom
Íntimos y Adultos,5.43,OVA,Nankyoku 28 Gou
Fantásticos y Experimentales,5.43,TV,Cutie Honey Universe
Emocionales y Humanistas,5.43,TV,Cutie Honey Universe
Íntimos y Adultos,5.43,TV,Cutie Honey Universe
Comedia,5.43,TV,Cutie Honey Universe
Acción y Aventura,5.43,TV,Cutie Honey Universe
Emocionales y Humanistas,5.43,ONA,Iryou Keiei Consultant
Íntimos y Adultos,5.43,OVA,Gakuen: Chijoku no Zushiki
Íntimos y Adultos,5.43,OVA,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu
Fantásticos y Experimentales,5.43,OVA,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu
Acción y Aventura,5.43,OVA,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu
Emocionales y Humanistas,5.43,ONA,"Kumo no Ue wa Itsumo, Hare"
Acción y Aventura,5.43,Movie,Hashire Melos
Misterio y Terror,5.43,ONA,Karadasagashi
Comedia,5.43,Movie,Chen-Kuro Gakuen
Fantásticos y Experimentales,5.43,Movie,Sakana no Iu Koto wo Kiku
Emocionales y Humanistas,5.43,Movie,Sakana no Iu Koto wo Kiku
Comedia,5.43,ONA,Fune wo Amu Yokoku
Comedia,5.43,Movie,Tu Xia Chuanqi
Acción y Aventura,5.43,Movie,Tu Xia Chuanqi
Fantásticos y Experimentales,5.43,TV,Burutabu-chan
Comedia,5.43,TV,Burutabu-chan
Fantásticos y Experimentales,5.43,Movie,Thunder
Fantásticos y Experimentales,5.43,ONA,Kyoufu Shinbun (2014)
Acción y Aventura,5.43,ONA,Kyoufu Shinbun (2014)
Misterio y Terror,5.43,ONA,Kyoufu Shinbun (2014)
Fantásticos y Experimentales,5.43,TV Special,Poppen-sensei to Kaerazu no Numa
Acción y Aventura,5.43,TV Special,Poppen-sensei to Kaerazu no Numa
Emocionales y Humanistas,5.43,ONA,Hulaing Babies Aratame - Staying Babies: Chikyuu wo Mamore! Staying Babies with Yuusha Hayami-san
Comedia,5.43,ONA,Hulaing Babies Aratame - Staying Babies: Chikyuu wo Mamore! Staying Babies with Yuusha Hayami-san
Fantásticos y Experimentales,5.43,TV Special,Sylvanian Families
Comedia,5.43,TV Special,Sylvanian Families
Comedia,5.43,Special,I Love Sky
Acción y Aventura,5.43,OVA,Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose
Misterio y Terror,5.43,OVA,Shiritsutantei: Toki Shouzou Trouble Note - Hard & Loose
Emocionales y Humanistas,5.43,OVA,1-gatsu ni wa Christmas
Fantásticos y Experimentales,5.43,OVA,Ahiru no Pekkle no Suieitaikai wa Oosawagi
Comedia,5.43,ONA,Sayonara Watashi no Cramer Mini Anime
Acción y Aventura,5.43,OVA,Meisou-Ou Border
Fantásticos y Experimentales,5.43,OVA,Oedo wa Nemurenai!
Emocionales y Humanistas,5.43,OVA,Oedo wa Nemurenai!
Fantásticos y Experimentales,5.43,TV,Haja Kyosei G Dangaiou
Acción y Aventura,5.43,TV,Haja Kyosei G Dangaiou
Fantásticos y Experimentales,5.43,Movie,Amon Saga
Acción y Aventura,5.43,Movie,Amon Saga
Emocionales y Humanistas,5.43,OVA,Fujimi 2-choume Koukyougakudan
Íntimos y Adultos,5.43,OVA,Fujimi 2-choume Koukyougakudan
Misterio y Terror,5.43,OVA,Fujimi 2-choume Koukyougakudan
Fantásticos y Experimentales,5.43,OVA,Landlock
Acción y Aventura,5.43,OVA,Landlock
Emocionales y Humanistas,5.43,TV,Hatena☆Illusion
Comedia,5.43,TV,Hatena☆Illusion
Acción y Aventura,5.43,TV,Hatena☆Illusion
Comedia,5.43,ONA,Tesla Note: Mickey to Oliver no Agent Yousei Kouza
Emocionales y Humanistas,5.43,TV,Hatsukoi Monster
Comedia,5.43,TV,Hatsukoi Monster
Fantásticos y Experimentales,5.43,OVA,Loups=Garous #Overture
Misterio y Terror,5.43,OVA,Loups=Garous #Overture
Fantásticos y Experimentales,5.43,TV,Gun-dou Musashi
Acción y Aventura,5.43,TV,Gun-dou Musashi
Comedia,5.42,ONA,Gakusen Toshi Asterisk Mini Drama
Íntimos y Adultos,5.42,ONA,Sexfriend Gakuen
Íntimos y Adultos,5.42,OVA,Jukujo Shigan
Íntimos y Adultos,5.42,OVA,DNA Hunter
Íntimos y Adultos,5.42,OVA,Isourou Tengoku
Íntimos y Adultos,5.42,OVA,Spotlight
Emocionales y Humanistas,5.42,ONA,Runningman
Emocionales y Humanistas,5.42,Movie,Tokimeki Restaurant☆☆☆ MIRACLE6 Movie
Emocionales y Humanistas,5.42,TV,Glasslip
Acción y Aventura,5.42,TV,Glasslip
Emocionales y Humanistas,5.42,Movie,Ohanashi no Hana
Comedia,5.42,TV,PePePePengiin
Comedia,5.42,ONA,"Taka no Tsumedan Yoshida Presents ""Sengoku Taiga"" no Susume"
Acción y Aventura,5.42,ONA,Baku Tech! Bakugan Gachi Special
Emocionales y Humanistas,5.42,Special,Shokupan Mimi Specials
Comedia,5.42,Special,Shokupan Mimi Specials
Comedia,5.42,TV,Robocar Poli
Fantásticos y Experimentales,5.42,Movie,Chuumon no Ooi Ryouriten (1993)
Acción y Aventura,5.42,Movie,Chuumon no Ooi Ryouriten (1993)
Misterio y Terror,5.42,Movie,Chuumon no Ooi Ryouriten (1993)
Comedia,5.42,TV Special,Minna Atsumare! Falcom Gakuen SC Special
Comedia,5.42,Special,Million Doll: Otaku Go Kouza
Fantásticos y Experimentales,5.42,ONA,Yurumi to Shimeru
Comedia,5.42,ONA,Yurumi to Shimeru
Emocionales y Humanistas,5.42,Movie,Doron Coron
Emocionales y Humanistas,5.42,ONA,Apartment!
Comedia,5.42,ONA,Apartment!
Fantásticos y Experimentales,5.42,Special,MapleStory Special
Comedia,5.42,Special,MapleStory Special
Acción y Aventura,5.42,Special,MapleStory Special
Comedia,5.42,ONA,Teinenpi Shoujo Heidi
Comedia,5.42,TV,47 Todoufuken
Fantásticos y Experimentales,5.42,Movie,Arabian Night: Sindbad no Bouken
Acción y Aventura,5.42,Movie,Arabian Night: Sindbad no Bouken
Comedia,5.42,Special,Super Backkom
Emocionales y Humanistas,5.42,Movie,Aoi Umi to Shounen
Comedia,5.42,OVA,Be-Bop Kaizokuban
Comedia,5.42,TV,Abciee Shuugyou Nikki
Comedia,5.42,TV,Nyamen
Íntimos y Adultos,5.42,Movie,Dounika Naru Hibi
Emocionales y Humanistas,5.42,Special,DPR Special Movie
Emocionales y Humanistas,5.42,TV Special,Diabolik Lovers Recap
Acción y Aventura,5.42,TV Special,Diabolik Lovers Recap
Fantásticos y Experimentales,5.42,ONA,Otona no Bouguya-san (Rimen)
Comedia,5.42,ONA,Otona no Bouguya-san (Rimen)
Íntimos y Adultos,5.42,ONA,Otona no Bouguya-san (Rimen)
Comedia,5.42,TV,Sparrow's Hotel
Acción y Aventura,5.42,Movie,Super Titans 15
Fantásticos y Experimentales,5.42,Movie,Wakusei Daikaiju Negadon
Acción y Aventura,5.42,Movie,Wakusei Daikaiju Negadon
Fantásticos y Experimentales,5.42,Movie,Waiter
Comedia,5.42,OVA,Arisa☆Good Luck
Acción y Aventura,5.42,OVA,Arisa☆Good Luck
Emocionales y Humanistas,5.42,OVA,Yumekuri
Fantásticos y Experimentales,5.42,OVA,Big Wars: Kami Utsu Akaki Kouya ni
Acción y Aventura,5.42,OVA,Big Wars: Kami Utsu Akaki Kouya ni
Acción y Aventura,5.42,TV Special,Ashita no Eleven-tachi
Emocionales y Humanistas,5.42,ONA,Kamiusagi Rope x au Collaboration
Comedia,5.42,ONA,Kamiusagi Rope x au Collaboration
Emocionales y Humanistas,5.42,OVA,Houkago no Tinker Bell
Comedia,5.42,OVA,Houkago no Tinker Bell
Misterio y Terror,5.42,OVA,Houkago no Tinker Bell
Emocionales y Humanistas,5.42,Movie,Kachikachi Yama
Comedia,5.42,Special,Hit wo Nerae! Specials
Íntimos y Adultos,5.42,Special,Hit wo Nerae! Specials
Comedia,5.42,TV,Kakko Kawaii Sengen!
Emocionales y Humanistas,5.41,ONA,Namui BL Manhwa Animation
Comedia,5.41,ONA,Namui BL Manhwa Animation
Íntimos y Adultos,5.41,ONA,Namui BL Manhwa Animation
Íntimos y Adultos,5.41,OVA,Shimai Ningyou
Íntimos y Adultos,5.41,OVA,Tsuki Kagerou
Comedia,5.41,OVA,Angel
Íntimos y Adultos,5.41,OVA,Angel
Íntimos y Adultos,5.41,OVA,Lesbian Byoutou
Íntimos y Adultos,5.41,OVA,Maid no Yakata: Zetsubou-hen
Fantásticos y Experimentales,5.41,TV,Märchen Mädchen
Comedia,5.41,Special,Kämpfer Picture Drama
Emocionales y Humanistas,5.41,ONA,Oh! 96-kku
Emocionales y Humanistas,5.41,Special,Hamaneko
Comedia,5.41,TV,Xiong Chumo: Conglin Zong Dong Yuan
Comedia,5.41,ONA,Sugio: Mori de Koi wo Shite
Emocionales y Humanistas,5.41,ONA,Agukaru: Play with Ibaraki-hen Episode 0
Acción y Aventura,5.41,ONA,Agukaru: Play with Ibaraki-hen Episode 0
Fantásticos y Experimentales,5.41,Movie,Miminari
Íntimos y Adultos,5.41,Movie,Ice Movie
Fantásticos y Experimentales,5.41,Movie,Ice Movie
Acción y Aventura,5.41,Movie,Ice Movie
Acción y Aventura,5.41,TV Special,Kyouryou Pikora
Fantásticos y Experimentales,5.41,TV Special,Kakinoki Mokkii
Emocionales y Humanistas,5.41,Movie,Suiren no Hito
Comedia,5.41,Movie,Cynical Hysterie Hour: Henshin!
Acción y Aventura,5.41,Movie,Ninja Bugei-chou
Comedia,5.41,Special,Crash!
Emocionales y Humanistas,5.41,TV,Tokyo Gambo
Fantásticos y Experimentales,5.41,TV,Firestorm
Acción y Aventura,5.41,TV,Firestorm
Fantásticos y Experimentales,5.41,OVA,Angel's Feather
Emocionales y Humanistas,5.41,OVA,Angel's Feather
Acción y Aventura,5.41,OVA,Angel's Feather
Íntimos y Adultos,5.41,OVA,Angel's Feather
Fantásticos y Experimentales,5.41,OVA,D-1 Devastator
Íntimos y Adultos,5.4,OVA,Ruins Seeker
Fantásticos y Experimentales,5.4,TV,Sousei no Aquarion: Myth of Emotions
Acción y Aventura,5.4,TV,Sousei no Aquarion: Myth of Emotions
Comedia,5.4,Special,Ami no Monomane 150 Renpatsu
Fantásticos y Experimentales,5.4,Special,Minna no Tonio-chan: Fuck the World
Fantásticos y Experimentales,5.4,Special,Bonus Track: Atarashii Yoru no Hanami
Fantásticos y Experimentales,5.4,ONA,Naze Nani!? Asterisk
Íntimos y Adultos,5.4,OVA,Fujun Isei Kouyuu: Taisetsu na Kimi e
Íntimos y Adultos,5.4,OVA,Hinadori no Saezuri
Íntimos y Adultos,5.4,OVA,Utsukushiki Emono-tachi no Gakuen
Íntimos y Adultos,5.4,OVA,Private Emotion
Emocionales y Humanistas,5.4,TV,Clione no Akari
Fantásticos y Experimentales,5.4,Movie,Kashikokimono
Acción y Aventura,5.4,Movie,Roba
Comedia,5.4,TV,Nora to Oujo to Noraneko Heart
Íntimos y Adultos,5.4,TV,Nora to Oujo to Noraneko Heart
Fantásticos y Experimentales,5.4,Movie,Kidou Senshi Gundam: Twilight Axis - Akaki Zanei
Acción y Aventura,5.4,Movie,Kidou Senshi Gundam: Twilight Axis - Akaki Zanei
Fantásticos y Experimentales,5.4,ONA,Lord of Vermilion IV
Fantásticos y Experimentales,5.4,ONA,Oniwa no Soto
Fantásticos y Experimentales,5.4,ONA,Iro wo Kuu Akuma
Fantásticos y Experimentales,5.4,TV Special,Kandagawa Jet Girls Recap
Íntimos y Adultos,5.4,TV Special,Kandagawa Jet Girls Recap
Acción y Aventura,5.4,Special,Ai to Shi
Comedia,5.4,Movie,Ishikeri
Emocionales y Humanistas,5.4,TV,Suzakinishi The Animation
Comedia,5.4,TV,Suzakinishi The Animation
Fantásticos y Experimentales,5.4,Movie,Plus 50000-nen
Emocionales y Humanistas,5.4,Movie,Jiaoao de Jiangjun
Fantásticos y Experimentales,5.4,TV,Shironeko Project: Zero Chronicle
Acción y Aventura,5.4,TV,Shironeko Project: Zero Chronicle
Fantásticos y Experimentales,5.4,OVA,Kumo no Ito (2000)
Fantásticos y Experimentales,5.4,Movie,Arei no Kagami: Way to the Virgin Space
Acción y Aventura,5.4,Movie,Arei no Kagami: Way to the Virgin Space
Comedia,5.4,TV,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa
Acción y Aventura,5.4,TV,Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa
Comedia,5.4,TV,Meshimase Lodoss-tou Senki: Sorette Oishii no?
Fantásticos y Experimentales,5.4,Special,The Impression of First Gundam
Acción y Aventura,5.4,Special,The Impression of First Gundam
Fantásticos y Experimentales,5.4,TV,Listeners
Acción y Aventura,5.4,TV,Listeners
Misterio y Terror,5.4,OVA,Meitantei Hangyodon: Kaitou Ruzu Arawaruno-kan
Fantásticos y Experimentales,5.4,OVA,Makyou Gaiden Le Deus
Acción y Aventura,5.4,OVA,Makyou Gaiden Le Deus
Fantásticos y Experimentales,5.4,OVA,UFO Nitsukamatta Kodomo-tachi
Emocionales y Humanistas,5.4,OVA,Chalk-iro no People
Fantásticos y Experimentales,5.4,Movie,Uchuu no Hou: Elohim-hen
Emocionales y Humanistas,5.4,OVA,Shiratori Reiko de Gozaimasu!
Comedia,5.4,OVA,Shiratori Reiko de Gozaimasu!
Íntimos y Adultos,5.4,OVA,Megami Paradise
Fantásticos y Experimentales,5.4,OVA,Megami Paradise
Acción y Aventura,5.4,OVA,Megami Paradise
Fantásticos y Experimentales,5.4,TV,SD Gundam Force
Comedia,5.4,TV,SD Gundam Force
Acción y Aventura,5.4,TV,SD Gundam Force
Fantásticos y Experimentales,5.4,ONA,Wish Me Mell
Comedia,5.4,ONA,Ikeike! Momon-chan
Emocionales y Humanistas,5.4,OVA,Samuraider: Nazo no Tenkousei
Acción y Aventura,5.4,OVA,Samuraider: Nazo no Tenkousei
Emocionales y Humanistas,5.4,OVA,Kyoukasho ni Nai!
Comedia,5.4,OVA,Kyoukasho ni Nai!
Íntimos y Adultos,5.4,OVA,Kyoukasho ni Nai!
Emocionales y Humanistas,5.4,OVA,Boku wa Konomama Kaeranai
Íntimos y Adultos,5.4,OVA,Boku wa Konomama Kaeranai
Fantásticos y Experimentales,5.4,Movie,Gundress
Acción y Aventura,5.4,Movie,Gundress
Fantásticos y Experimentales,5.4,TV,Hakyuu Houshin Engi
Acción y Aventura,5.4,TV,Hakyuu Houshin Engi
Fantásticos y Experimentales,5.39,TV,Gekkan Mousou Kagaku
Comedia,5.39,TV,Gekkan Mousou Kagaku
Misterio y Terror,5.39,TV,Gekkan Mousou Kagaku
Fantásticos y Experimentales,5.39,Movie,Eternity
Comedia,5.39,ONA,Chuukan Senshi Mr. Chun
Íntimos y Adultos,5.39,OVA,Shujii no Inbou
Íntimos y Adultos,5.39,OVA,Terra Story
Fantásticos y Experimentales,5.39,OVA,Princess Holiday: Korogaru Ringo Tei Senya Ichiya
Íntimos y Adultos,5.39,OVA,Princess Holiday: Korogaru Ringo Tei Senya Ichiya
Fantásticos y Experimentales,5.39,ONA,Qiang Niang
Emocionales y Humanistas,5.39,ONA,Qiang Niang
Comedia,5.39,ONA,Qiang Niang
Acción y Aventura,5.39,ONA,Qiang Niang
Fantásticos y Experimentales,5.39,ONA,On the Table
Comedia,5.39,ONA,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama
Emocionales y Humanistas,5.39,Special,Fushigi na Somera-chan: Hajimatteru yo! Sono Ato no Somera-chan!!
Comedia,5.39,Special,Fushigi na Somera-chan: Hajimatteru yo! Sono Ato no Somera-chan!!
Acción y Aventura,5.39,Special,Zekkyou Gakkyuu: Tensei
Misterio y Terror,5.39,Special,Zekkyou Gakkyuu: Tensei
Acción y Aventura,5.39,TV,Dies Irae
Fantásticos y Experimentales,5.39,Movie,Kuroi Neko
Acción y Aventura,5.39,TV,Anitore! EX
Fantásticos y Experimentales,5.39,Special,Bikini Warriors Special
Comedia,5.39,Special,Bikini Warriors Special
Íntimos y Adultos,5.39,Special,Bikini Warriors Special
Acción y Aventura,5.39,TV Special,Aya to Majo
Comedia,5.39,ONA,Kusoge tte Iuna! Animation
Comedia,5.39,TV,Urawa no Usagi-chan
Comedia,5.39,ONA,Idol Ace
Comedia,5.39,Movie,Hanaori
Comedia,5.39,TV,Doctor Chichibuyama
Íntimos y Adultos,5.39,TV,Doctor Chichibuyama
Íntimos y Adultos,5.39,Special,Vanquished Queens Specials
Emocionales y Humanistas,5.39,OVA,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk
Íntimos y Adultos,5.39,OVA,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk
Fantásticos y Experimentales,5.39,OVA,Ariel Visual
Comedia,5.39,OVA,Ariel Visual
Acción y Aventura,5.39,OVA,Ariel Visual
Fantásticos y Experimentales,5.39,ONA,Bright: Samurai Soul
Acción y Aventura,5.39,ONA,Bright: Samurai Soul
Fantásticos y Experimentales,5.39,OVA,OZ
Emocionales y Humanistas,5.39,OVA,OZ
Acción y Aventura,5.39,OVA,OZ
Fantásticos y Experimentales,5.39,Movie,Amrita no Kyouen
Misterio y Terror,5.39,Movie,Amrita no Kyouen
Fantásticos y Experimentales,5.39,OVA,Moekan The Animation
Emocionales y Humanistas,5.39,OVA,Moekan The Animation
Comedia,5.39,OVA,Moekan The Animation
Íntimos y Adultos,5.39,OVA,Moekan The Animation
Comedia,5.39,OVA,Ramen Chai-nyan
Acción y Aventura,5.39,OVA,Ramen Chai-nyan
Fantásticos y Experimentales,5.39,OVA,Good Morning Althea
Acción y Aventura,5.39,OVA,Good Morning Althea
Fantásticos y Experimentales,5.39,OVA,Prayers
Acción y Aventura,5.39,Movie,Tobacco to Hai
Fantásticos y Experimentales,5.39,OVA,Capricorn
Comedia,5.39,OVA,Capricorn
Acción y Aventura,5.39,OVA,Capricorn
Fantásticos y Experimentales,5.39,OVA,Galerians: Rion
Emocionales y Humanistas,5.39,OVA,Galerians: Rion
Acción y Aventura,5.39,OVA,Galerians: Rion
Misterio y Terror,5.39,OVA,Galerians: Rion
Acción y Aventura,5.39,OVA,Yami no Shihoukan Judge
Misterio y Terror,5.39,OVA,Yami no Shihoukan Judge
Íntimos y Adultos,5.38,OVA,Ikusei
Fantásticos y Experimentales,5.38,ONA,Chogokin Gundam★Hello Kitty
Fantásticos y Experimentales,5.38,Movie,Ni Yao Relie de Qin Qin Die
Íntimos y Adultos,5.38,Movie,Ni Yao Relie de Qin Qin Die
Comedia,5.38,ONA,Pokemon de Manabi Asobu
Fantásticos y Experimentales,5.38,Movie,The Dawn of Ape
Íntimos y Adultos,5.38,Movie,Hi Gekiga Ukiyoe Senya Ichiya
Acción y Aventura,5.38,Movie,Hi Gekiga Ukiyoe Senya Ichiya
Íntimos y Adultos,5.38,OVA,Onna Kyoushi: Nikutai Jugyou
Fantásticos y Experimentales,5.38,OVA,Choujin Densetsu Urotsukidouji: Inferno Road
Íntimos y Adultos,5.38,OVA,Choujin Densetsu Urotsukidouji: Inferno Road
Misterio y Terror,5.38,OVA,Choujin Densetsu Urotsukidouji: Inferno Road
Fantásticos y Experimentales,5.38,ONA,Copihan
Comedia,5.38,ONA,Copihan
Comedia,5.38,TV,Devidol!
Fantásticos y Experimentales,5.38,Movie,Senga Tsubo
Fantásticos y Experimentales,5.38,Movie,Moving Colors
Fantásticos y Experimentales,5.38,Movie,Hokori Inu no Hanashi
Comedia,5.38,TV,Wagamama High Spec
Fantásticos y Experimentales,5.38,Movie,Spacy
Emocionales y Humanistas,5.38,Movie,"Nemure Omoigo, Sora no Shitone ni"
Acción y Aventura,5.38,Movie,"Nemure Omoigo, Sora no Shitone ni"
Emocionales y Humanistas,5.38,TV Special,Alice or Alice Recap
Comedia,5.38,Special,Macross Fufonfia Specials
Emocionales y Humanistas,5.38,Special,Peeping Life: The Perfect Explosion Specials
Comedia,5.38,Special,Peeping Life: The Perfect Explosion Specials
Emocionales y Humanistas,5.38,ONA,World Fool News
Comedia,5.38,ONA,World Fool News
Comedia,5.38,ONA,Interior
Acción y Aventura,5.38,ONA,Interior
Fantásticos y Experimentales,5.38,OVA,Al Caral no Isan
Emocionales y Humanistas,5.38,Movie,Mogura no Motoro
Fantásticos y Experimentales,5.38,OVA,Xanadu Dragonslayer Densetsu
Comedia,5.38,OVA,Xanadu Dragonslayer Densetsu
Acción y Aventura,5.38,OVA,Xanadu Dragonslayer Densetsu
Acción y Aventura,5.38,Special,Biohazard 4D-Executer
Misterio y Terror,5.38,Special,Biohazard 4D-Executer
Fantásticos y Experimentales,5.38,Movie,Techno Police 21C
Acción y Aventura,5.38,Movie,Techno Police 21C
Emocionales y Humanistas,5.38,ONA,Koi wa 1-nichi ni Shite Narazu
Fantásticos y Experimentales,5.38,TV,Saiko Robot Kombock
Comedia,5.38,TV,Moegaku★5
Emocionales y Humanistas,5.38,Special,Peeping Life: The Perfect Evolution Specials
Comedia,5.38,Special,Peeping Life: The Perfect Evolution Specials
Fantásticos y Experimentales,5.38,OVA,Cosmo Police Justy
Acción y Aventura,5.38,OVA,Cosmo Police Justy
Fantásticos y Experimentales,5.38,OVA,Nakoruru: Ano Hito kara no Okurimono
Emocionales y Humanistas,5.38,OVA,Nakoruru: Ano Hito kara no Okurimono
Acción y Aventura,5.38,OVA,Nakoruru: Ano Hito kara no Okurimono
Acción y Aventura,5.38,OVA,Growlanser IV: Wayfarer of the Time
Fantásticos y Experimentales,5.38,OVA,Shin Megami Tensei: Tokyo Mokushiroku
Acción y Aventura,5.38,OVA,Shin Megami Tensei: Tokyo Mokushiroku
Misterio y Terror,5.38,OVA,Shin Megami Tensei: Tokyo Mokushiroku
Íntimos y Adultos,5.37,OVA,Mugoku no Kuni no Alice
Fantásticos y Experimentales,5.37,ONA,Dokidoki Ghost Mansion
Íntimos y Adultos,5.37,OVA,Spiral Over
Comedia,5.37,OVA,Kojin Jugyou
Íntimos y Adultos,5.37,OVA,Kojin Jugyou
Íntimos y Adultos,5.37,OVA,Binetsu Shoukougun
Íntimos y Adultos,5.37,OVA,Rankou Choukyou: Maid ni Natta Shoujo
Íntimos y Adultos,5.37,OVA,Dokusen
Emocionales y Humanistas,5.37,ONA,Neeko ga Vtuber shitemita
Emocionales y Humanistas,5.37,TV,Aguu: Tensai Ningyou
Acción y Aventura,5.37,TV,Aguu: Tensai Ningyou
Comedia,5.37,ONA,100% Pascal-sensei
